nink_id,object,address,region_name,declared,announced,group,type,category,removed,is_removed,changes,lng,lat,heading,pitch,zoom,centroid_lng,centroid_lat,zone_id,zone_name
74,Жилищно-търговска сграда с ресторант “Гамбринус”,Ул.”Цар Симеон” №80,Оборище,писмо №1787 от 21.05.76г. №589,,,архитектурно-строителен  ,местно /предв.кат./,,0,,23.323711503819933,42.70107157413649,13.221078164699986,23.46221338910985,0.33,23.323771880375187,42.70119989298941,А-2,Зона на Старите Пазарища
75,"Кино “Цанко Церковски”, б.Модерен театър","бул.”Г.Димит-ров” /""Княгиня Мария Луиза""/ №26",Оборище,писмо №1787 от 21.05.76г. №588 писмо №2637 от 07.06.1988г,ДВ бр.40 от 1978г. №383,,архитектурно-строителен    художествен  ,местно,,0,,23.32284035398084,42.70149260943181,83.97112085753116,20.140150718655306,1.0,23.323233207272914,42.70151267112742,А-2,Зона на Старите Пазарища
76,"Хотелска сграда, б.хотел “Париж”","Ул.”Г.Димитров” №30 /""Княгиня Мария Луиза""/ /ул.”Струма”",Оборище,писмо №1787 от 21.05.76г. №586,ДВ бр.40 от 1978г. №322 /582?/,,архитектурно-строителен  ,местно,,0,,23.32298289718869,42.70193913981189,125.25820881323833,20.84509814719993,1.0,23.323186359901218,42.70184237623495,А-2,Зона на Старите Пазарища
77,Жилищно-търговска сграда,Ул.”Сердика” №23,Оборище,писмо №2637от 07.06.88г.,,,архитектурно-строителен  ,за сведение,,0,,23.32412602867225,42.70169046942675,-99.22870549095647,22.422059888036358,0.6699999999999999,23.3239631225561,42.70166638987467,А-2,Зона на Старите Пазарища
78,Административно-търговска сграда,"Ул.”Струма” №1/бул.”Г.Димитров”  /""Княгиня Мария Луиза""/ ",Оборище,п.№1787 от 21.05.76г. №585,ДВ бр.40 от 1978г. №381,,архитектурно-строителен  ,местно,,0,,23.323010846837178,42.70202669478839,80.87029699111102,21.308163185913443,1.0,23.323275249222736,42.702070580819864,А-2,Зона на Старите Пазарища
79,"Жилищно-търговска сграда, б.на Марко Аса","бул.”Г.Димитров”  №32 /""Княгиня Мария Луиза""/ /ул.”Струма” №3",Оборище,писмо №1787 от 21.05.76г. №584,ДВ бр.40 от 1978г. №380,,архитектурно-строителен  ,местно,,0,,23.323049867122787,42.7021554064423,80.9644085234828,22.141107488143255,1.0,23.323315504675836,42.70215010086529,А-2,Зона на Старите Пазарища
80,"Жилищна сграда, б.на Димитър Тахов",ул.”Св.св.Кирил и Методий”  №53,Оборище,п.№1787 от 21.05.76г. №852,ДВ бр.40 от 1978г. №377,,архитектурно-строителен  ,местно,,0,,23.324032263147732,42.70271173811225,-168.36341579458383,18.08748769451673,0.66,23.323997160995223,42.702611596186074,А-2,Зона на Старите Пазарища
81,"Жилищна сграда, б.на братя Михайлови","ул.”Св.св.Кирил и Методий”  №80,82",Оборище,п.№1787 от 21.05.76г. №666,ДВ бр.40 от 1978г. №376,,архитектурно-строителен  ,местно,,0,,23.324234050715408,42.70267454048006,5.566582848929407,5.9601808448109015,0.66,23.324243108369497,42.702801637737316,А-2,Зона на Старите Пазарища
82,Жилищна сграда с паметна плоча на Сава Мулетаров свалена,ул.”Св.св.Кирил и Методий”  №86,Оборище,п.№1787 от 21.05.76г. №850,,,исторически,/предв.кат./ за сведение,писмо №4321 от 28.10. 1999г.,1,,23.324032263147732,42.70271173811225,-2.9196578329451834,10.331489558263323,0.3399999999999999,23.32395295699834,42.70282675662382,А-2,Зона на Старите Пазарища
83,Сграда на бившия работнически дом,ул.”Св.св.Кирил и Методий”  №88,Оборище,,ДВ бр.40 от 1978г. №375 ДВ бр.86 от 1979г.,ПК е вътрешната сграда,исторически,национално,,0,,,,,,,23.32384139918905,42.70304578126756,А-2,Зона на Старите Пазарища
84,"Жилищно-търговска сграда, б.на Луна Фахри","бул.”Г.Димитров” /""Княгиня Мария Луиза""/   №50",Оборище,писмо №1787 от 21.05.76г. №582,ДВ бр.40 от 1978г. №374,,архитектурно-строителен  ,местно,,0,,23.323477763831765,42.70358017811032,102.38560624284446,21.322676504079556,1.33,23.323761782670577,42.703529957433204,А-2,Зона на Старите Пазарища
85,Жилищна сграда свалена,ул.”Св.св.Кирил и Методий”  №62/ул.”Бачо Киро”,Оборище,писмо №2637от 07.06.88г. п.№4167 от 10.07.87г.,,,архитектурно-строителен  ; исторически,/предв.кат./ за сведение,писмо №7308 от 18.08. 2005г.; писмо №10298 от 23.11. 2000г.,1,,23.326230095815614,42.70263045360474,-57.04537348282165,13.553053502010027,1.66,23.32594455609305,42.70271496981358,Ж-3,"Жилищна Зона ""Дондуков - Сливница"""
86,Жилищна сграда свалена,ул.”Бачо Киро”  №51,Оборище,писмо №2637от 07.06.88г.,,,архитектурно-строителен  ; исторически,/предв.кат./ за сведение,писмо №7308 от 18.08. 2005г.; писмо №10298 от 23.11. 2000г.,1,,23.326086181504248,42.702757481143344,-60.48815685423684,7.120240263253985,1.0,23.325949029045436,42.70282850316146,Ж-3,"Жилищна Зона ""Дондуков - Сливница"""
87,Жилищна сграда – къща-музей “Георги Кирков”,ул.”Бачо Киро”  №53,Оборище,писмо №2637от 07.06.88г.,“Известия” бр.73 от 1955г.,,исторически,национално,,0,,23.32608299357253,42.70295531771541,-108.69687993481647,17.94683675937875,0.66,23.32596568952657,42.702951561693034,Ж-3,"Жилищна Зона ""Дондуков - Сливница"""
88,Жилищна сграда /към къща-музей “Георги Кирков”/ свалена,ул.”Бачо Киро”  №53,Оборище,писмо №2637от 07.06.88г.; п.№1787 от 21.05.1976г.,,,архитектурно-строителен  ; исторически,местно,писмо №7308 от 18.08. 2005г.,1,,,,,,,23.32576019269793,42.70295038164961,Ж-3,"Жилищна Зона ""Дондуков - Сливница"""
89,Жилищна сграда свалена,ул.”Бачо Киро”  №55,Оборище,писмо №1787 от 21.05.1976г. №856,,,архитектурно-строителен  ,/предв.кат./ за сведение,писмо №7308 от 18.08. 2005г.,1,,23.3260815445127,42.70304524343,-112.54714093350141,5.833083488218194,0.66,23.32592910828831,42.70303017572904,Ж-3,"Жилищна Зона ""Дондуков - Сливница"""
90,Жилищна сграда,ул.”Бачо Киро”  №64,Оборище,писмо №1787 от 21.05.1976г. №857,,,архитектурно-строителен  ,/предв.кат./ за сведение,,0,,23.326078646392947,42.70322509485916,105.46979261111457,1.8077274916533803,1.0,23.32621224933274,42.703236888689126,Ж-3,"Жилищна Зона ""Дондуков - Сливница"""
